ID,Source_File,Date,Category_Large,Category_Medium,Symptom,Action_Taken,Tags
"hw-power-drain","PC 하드웨어 표준 진단 규격","2026-08-07","하드웨어","전원/파워","낙뢰, 정전, 또는 절전 모드 복귀 후 전원 버튼을 눌러도 팬조차 돌지 않고 전원 무반응","전원 플러그 완전 분리 후 전원 버튼 30초 지속 압박 방전 조치","하드웨어,전원/파워,전원 진단,Power Drain,PowerDrain,잔류전원방전,전원무반응,보호회로,파워서플라이"
"kisa-wifi-wpa3","KISA 보호나라 표준 가이드","2026-08-07","네트워크","네트워크 보안","공공 Wi-Fi 또는 사내 무선망 패킷 스니핑 및 비인가 무선 침입 위협","공유기 무선 보안 모드를 WPA2-PSK(AES) 또는 WPA3-SAE로 전환","네트워크,네트워크 보안,무선 네트워크 보안,KISA,Wi-Fi,WPA3,AES,공유기보안"
"kisa-suspicious-process","KISA 보호나라 표준 가이드","2026-08-07","네트워크","보안/복구","PC 부팅 후 유휴 상태에서도 CPU/GPU 점유율이 90~100% 지속되며 쿨러 굉음 발생","1. 리소스 모니터로 프로세스 이미지 경로 확인 2. 자동 실행(Autoruns) 레지스트리 정리","네트워크,보안/복구,악성코드 대응,KISA,채굴기,Autoruns,작업관리자,악성코드"
"kisa-dns-flush-cache","KISA 보호나라 표준 가이드","2026-08-07","네트워크","네트워크","정상 도메인 주소를 입력했음에도 피싱 사이트나 잘못된 IP로 연결되는 현상","1. ipconfig /flushdns 실행 2. C:\Windows\System32\drivers\etc\hosts 파일 무결성 복원","네트워크,네트워크,네트워크 무결성,KISA,DNS캐시,flushdns,hosts파일,파밍"
"ssd-trouble-02","SSD 트러블슈팅 가이드","2026-08-07","하드웨어","백업","PC 자산 교체 중 크로스케이블 백업 전송 중 네트워크 끊김으로 전송 강제 중단 및 원본 저장 영역 폴더 소실","1. 물리 섹터 덮어쓰기(Overwrite) 방지를 위해 파티션 추가 쓰기/지우기 작업 전면 금지 2. 디스크 안전 탈거 후 전산관리자 공식 반출 승인 상신 3. 전문 복구 업체 이관",""
"hw-trouble-01","하드웨어 트러블슈팅 가이드","2026-08-07","하드웨어","RAM","전원 인가 후 메인보드 비프음 경고(3~4회) 및 화면 무반응, MEMORY_MANAGEMENT (0x0000001A) 블루스크린 발생","1. 잔류 전류 방전 후 RAM 적출 2. 금색 접촉 단자(Gold contact) 지우개 및 알코올 세척 3. 슬롯 교차 재장착 4. mdsched.exe 메모리 진단","하드웨어,RAM,메모리불량,RAM세척,비프음,0x0000001A,MEMORY_MANAGEMENT"
"hw-trouble-02","하드웨어 트러블슈팅 가이드","2026-08-07","하드웨어","그래픽카드","화면 줄 가기, 분홍/초록 격자 무늬 노이즈(Artifacting), 블랙아웃, 팬 폭주, VIDEO_TDR_FAILURE 발생","1. 안전 모드 진입 2. DDU(Display Driver Uninstaller) 툴 이용 기존 드라이버 완전 삭제 3. WHQL 최신 공식 드라이버 클린 설치 4. 8핀 보조전원 체결 실사","하드웨어,GPU,그래픽카드,Artifacting,DDU,VIDEO_TDR_FAILURE"
"hw-trouble-03","하드웨어 트러블슈팅 가이드","2026-08-07","네트워크","IP/DNS","지구본 아이콘 활성화, 고정 IP 입력 시에도 '식별되지 않은 네트워크' 오류 및 잦은 패킷 유실","1. netsh winsock reset 및 IP 초기화 2. 파손된 RJ-45 커넥터 전용 툴 재가공 3. WIPS 및 EPP 차단 여부 검증",""
"hw-trouble-04","하드웨어 트러블슈팅 가이드","2026-08-07","네트워크","WIPS/무선","가용 와이파이 AP 목록 완전 유실, 보안 솔루션 보안 솔루션의 무선랜 어댑터 강제 차단 현상","1. 보안 솔루션 오탐 해제 및 망연계 시스템 연동 재설치 2. 무선 드라이버 속성 '전원 절약을 위해 컴퓨터가 이 장치를 끌 수 있음' 체크 해제",""
"hw-trouble-05","하드웨어 트러블슈팅 가이드","2026-08-07","하드웨어","사운드/오디오","소리 아이콘에 '출력 장치 설치 안 됨' 경고 표출, Teams/Zoom 화상 회의 마이크 음성 미인식","1. mmsys.cpl 실행 후 기본 재생/녹음 장치 지정 2. Realtek/인텔 SST 사운드 드라이버 롤백 3. 윈도우 마이크 개인정보 접근 허용","하드웨어,사운드,오디오,마이크"
"hw-trouble-06","하드웨어 트러블슈팅 가이드","2026-08-07","하드웨어","배터리/전원","노트북 터치패드 포인터 멈춤, 클릭 불가능, 하판 및 터치패드 주변이 들뜨고 부풀어 오르는 현상","1. Fn + 터치패드 락 단축키 상태 확인 2. 배터리 팽창(Swelling) 식별 시 하판 분해 및 가스 배터리 물리적 안전 탈거 3. 렌탈사 교체 접수","하드웨어,배터리,터치패드,스웰링"
"hw-trouble-07","하드웨어 트러블슈팅 가이드","2026-08-07","하드웨어","디스플레이","모니터 백라이트 손상으로 화면이 희미하게 어둡게 나옴, 34인치 울트라와이드 권장 해상도 미지원","1. 외장 그래픽 드라이버 최신화 및 재생 빈도 수동 변경 2. 백라이트 패널 고장 단말 식별 시 SSD 하드 탈거 후 모니터/노트북 교체","하드웨어,디스플레이,백라이트,해상도"
"known-issue-01","Windows 11 기술 가이드","2026-08-07","소프트웨어","OS","윈도우 11 최신 누적 보안 패치가 메모리 리소스 할당 테이블과 손상 마찰을 일으키며 0x0000001A 블루스크린 무한 발생","1. 중요 소스 및 작업 데이터 안전 백업 진행 2. 최근 누적 업데이트 수동 제거 또는 정합 OS 마스터 이미지를 활용한 클린 재설치 적용","Windows11,KnownIssue,MEMORY_MANAGEMENT,0x0000001A,보안패치,OS포맷"
"known-issue-02","Windows 11 기술 가이드","2026-08-07","소프트웨어","OS","윈도우 업데이트 진행 중 56% 구간에서 진행이 정지되며 시스템 무한 재부팅 루프 발생","1. BIOS 진입 후 Secure Boot 정책 Disabled 변경 2. 안전모드 진입 3. SoftwareDistribution 캐시 초기화 (net stop wuauserv)","Windows11,KnownIssue,WindowsUpdate,SecureBoot,안전모드,SoftwareDistribution"
"known-issue-03","Windows 11 기술 가이드","2026-08-07","소프트웨어","기본 프로그램","외부 금융/행정 사이트 접속 후 기본 캡처도구(Snipping Tool) 및 그림판 실행 시 아무 오류창 없이 즉시 강제 종료","1. 제어판 > 프로그램 및 기능 진입 2. 상주 중인 nProtect Online Security 및 TouchENKey 프로세스 수동 종료 및 삭제 3. 캡처도구 재실행","Windows11,KnownIssue,캡처도구,nProtect,TouchENKey,키보드보안"
"known-issue-04","Windows 11 기술 가이드","2026-08-07","네트워크","WIPS/무선","블루투스 무선 키보드/마우스 신호가 주기적으로 완전 유실되거나 연결 끊김","1. 블루투스 직연결 대신 로지텍 유니파잉 수신기(동글 USB) 우회 연결 2. 전산관리자에 보안 솔루션 무선 예외 인가 상신","Windows11,KnownIssue,블루투스,보안솔루션,유니파잉,동글"
"known-issue-05","Windows 11 기술 가이드","2026-08-07","소프트웨어","브라우저","신규 지급된 LG 그램 노트북에서 웹 브라우저, 사내 메신저 메일 등 파일 첨부 기능 클릭 시 무한 먹통/프리징","1. 제어판 > 프로그램 및 기능 진입 2. OEM 번들 프로그램 LG Smart Assistant 수동 완전 삭제 3. PC 재부팅 후 보안 솔루션 정책 재동기화","소프트웨어,Windows11,파일업로드"
"bsod-full-1","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: APC_INDEX_MISMATCH (0x00000001) - APC(Asynchronous Procedure Call) 인덱스 불일치 오류. 커널 모드 드라이버가 APC 비활성화/활성화 수를 맞추지 못할 때 발생.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,APC_INDEX_MISMATCH,0x00000001,소프트웨어,OS"
"bsod-full-2","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: DEVICE_QUEUE_NOT_BUSY (0x00000002) - 디바이스 큐 비활성화 오류. 디바이스 큐가 사용 중이지 않은 상태에서 큐 조작 시도.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,DEVICE_QUEUE_NOT_BUSY,0x00000002,소프트웨어,OS"
"bsod-full-3","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: EVT_INVALID_HANDLE (0x00000003) - 유효하지 않은 이벤트 핸들 참조. 커널 핸들 테이블 파손.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,EVT_INVALID_HANDLE,0x00000003,소프트웨어,OS"
"bsod-full-4","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: INVALID_DATA_ACCESS_TRAP (0x00000004) - 무효 데이터 접근 트랩. CPU 트랩 핸들러가 승인되지 않은 메모리 데이터 읽기 탐지.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,INVALID_DATA_ACCESS_TRAP,0x00000004,소프트웨어,OS"
"bsod-full-5","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: INVALID_PROCESSOR_STATE (0x00000005) - 유효하지 않은 프로세서 상태. CPU 컨텍스트 전환 중 레지스터 상태 이상.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,INVALID_PROCESSOR_STATE,0x00000005,소프트웨어,OS"
"bsod-full-6","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: INVALID_PROCESSOR_CONTEXT (0x00000006) - 유효하지 않은 프로세서 컨텍스트. 멀티코어 전원 관리 동기화 파손.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,INVALID_PROCESSOR_CONTEXT,0x00000006,소프트웨어,OS"
"bsod-full-7","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: IRQL_NOT_GREATER_OR_EQUAL (0x00000009) - IRQL 인터럽트 요청 레벨 미달 오류. 드라이버가 지정된 레벨 이상을 요구했으나 미달.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,IRQL_NOT_GREATER_OR_EQUAL,0x00000009,소프트웨어,OS"
"bsod-full-9","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: NO_EXCEPTION_HANDLING_FUNCTION (0x0000000B) - 예외 처리 함수 누락. 커널 스레드 예외 핸들러 미등록.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,NO_EXCEPTION_HANDLING_FUNCTION,0x0000000B,소프트웨어,OS"
"bsod-full-10","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: MAXIMUM_WAIT_OBJECTS_EXCEEDED (0x0000000C) - 최대 대기 개체 수 초과. KeWaitForMultipleObjects 호출 시 제한(64개) 초과.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,MAXIMUM_WAIT_OBJECTS_EXCEEDED,0x0000000C,소프트웨어,OS"
"bsod-full-11","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: MUTEX_LEVEL_NUMBER_MISMATCH (0x0000000D) - 뮤텍스 레벨 번호 불일치. 데드락 방지 뮤텍스 순서 위반.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,MUTEX_LEVEL_NUMBER_MISMATCH,0x0000000D,소프트웨어,OS"
"bsod-full-12","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: NO_USER_GEB_OBJECT (0x0000000E) - 사용자 GEB 개체 없음. 시스템 그래픽 서브시스템 렌더링 파손.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,NO_USER_GEB_OBJECT,0x0000000E,소프트웨어,OS"
"bsod-full-13","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: SPIN_LOCK_ALREADY_OWNED (0x0000000F) - 스핀락 이미 소유됨. 동기화 스핀락 수동 재취득 시도 에러.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,SPIN_LOCK_ALREADY_OWNED,0x0000000F,소프트웨어,OS"
"bsod-full-14","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: SPIN_LOCK_NOT_OWNED (0x00000010) - 스핀락 미소유 해제 시도. 소유하지 않은 스핀락 해제 요청.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,SPIN_LOCK_NOT_OWNED,0x00000010,소프트웨어,OS"
"bsod-full-15","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: THREAD_NOT_MUTEX_OWNER (0x00000011) - 스레드가 뮤텍스 소유자가 않음. 소유하지 않은 뮤텍스 해제.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,THREAD_NOT_MUTEX_OWNER,0x00000011,소프트웨어,OS"
"bsod-full-16","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: TRAP_CAUSE_UNKNOWN (0x00000012) - 원인 불명의 알 수 없는 CPU 트랩 발생.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,TRAP_CAUSE_UNKNOWN,0x00000012,소프트웨어,OS"
"bsod-full-17","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: EMPTY_THREAD_REAPER_LIST (0x00000013) - 비어있는 스레드 리퍼 리스트. 종료 스레드 수거 큐 이상.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,EMPTY_THREAD_REAPER_LIST,0x00000013,소프트웨어,OS"
"bsod-full-18","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: CREATE_DELETE_LOCK_NOT_LOCKED (0x00000014) - 생성/삭제 잠금 미잠금. 동기화 락 상태 불일치.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,CREATE_DELETE_LOCK_NOT_LOCKED,0x00000014,소프트웨어,OS"
"bsod-full-19","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: LAST_CHANCE_CALLED_FROM_KMODE (0x00000015) - 커널 모드 라스트 찬스 예외 발생. Unhandled exception 커널 정지.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,LAST_CHANCE_CALLED_FROM_KMODE,0x00000015,소프트웨어,OS"
"bsod-full-20","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: CID_HANDLE_CREATION (0x00000016) - CID 핸들 생성 실패. 프로세스/스레드 ID 핸들 테이블 만동.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,CID_HANDLE_CREATION,0x00000016,소프트웨어,OS"
"bsod-full-21","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: CID_HANDLE_DELETION (0x00000017) - CID 핸들 삭제 중 구조적 오류.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,CID_HANDLE_DELETION,0x00000017,소프트웨어,OS"
"bsod-full-22","Microsoft 공식 레퍼런스","2026-08-07","소프트웨어","OS","Windows 11 Stop Code 블루스크린 오류: REFERENCE_BY_POINTER (0x00000018) - 포인터 참조 카운트 파손. 디바이스 개체 참조 수 0 미만 소구.","1. Shift+다시시작으로 안전모드 진입 2. 장치관리자 드라이버 롤백/제거 3. dism /restorehealth 및 sfc /scannow 4. 복구 불가능 시 OS 클린 재설치","Windows11,BSOD,블루스크린,REFERENCE_BY_POINTER,0x00000018,소프트웨어,OS"
